,job_title,salary,working_years,education,company,company_address,industry,is_public,employee_numbers,job_detail_url
140,数据分析师,8-12K,经验不限,本科,大藤科技,杭州 余杭区 仓前,智能硬件,未融资,0-20人,https://www.zhipin.com/job_detail/529d4cde4627e4c41XN62dW_GFo~.html
141,数据分析师,8-16K,1-3年,本科,浙江讯唯,杭州 西湖区 文一路,移动互联网,不需要融资,100-499人,https://www.zhipin.com/job_detail/7939b9e185c0279d1XR729i5FFs~.html
142,数据分析师,10-15K,1-3年,本科,国誉信睿,杭州 滨江区 西兴,企业服务,未融资,20-99人,https://www.zhipin.com/job_detail/0e6acdcff6c52e620HV439S6FA~~.html
143,材料数据分析师,15-30K,3-5年,硕士,浙江承谷,杭州 西湖区 西溪,生活服务,不需要融资,100-499人,https://www.zhipin.com/job_detail/da7ffe05b2fac69d1nx92dq-FVc~.html
144,Data Scientist数据分析师,15-20K,5-10年,本科,美国道富,杭州 西湖区 文一路,互联网金融,已上市,10000人以上,https://www.zhipin.com/job_detail/725c09b6c8794c881XN92t-4GVs~.html
145,资深数据分析师,15-30K,3-5年,本科,阿里巴巴集团,杭州 余杭区 仓前,互联网,不需要融资,10000人以上,https://www.zhipin.com/job_detail/e83cadcd610e40fa1HV72N-9EVI~.html
146,数据分析,10-20K,3-5年,本科,天阙,杭州  ,互联网,未融资,500-999人,https://www.zhipin.com/job_detail/bfa1b3c5689afc091n1509q5EVU~.html
147,数据分析师,7-11K,1-3年,本科,第六空间,杭州  ,生活服务,不需要融资,1000-9999人,https://www.zhipin.com/job_detail/d44edfcbf4fa995d1XR729-6Elo~.html
148,数据分析师（P6-P7）,20-40K,5-10年,学历不限,蚂蚁金服,杭州 西湖区 西溪,互联网,C轮,10000人以上,https://www.zhipin.com/job_detail/149028ba5817fbcb1HF439i9EFY~.html
149,数据分析实习生,4-6K,经验不限,硕士,潜流科技,杭州 西湖区 文三,计算机软件,不需要融资,0-20人,https://www.zhipin.com/job_detail/05d235d0b848ac7d1X1529u0EVM~.html
150,物流数据分析方向,7-13K,应届生,本科,森马电商,杭州 西湖区 文新,电子商务,已上市,500-999人,https://www.zhipin.com/job_detail/84bed68f09e29bcc1HJ839m-GFs~.html
151,数据分析师,8-16K,3-5年,本科,美创科技,杭州 拱墅区 古墩路,信息安全,C轮,100-499人,https://www.zhipin.com/job_detail/cfce2720b1f049111X1_29u-EVo~.html
152,数据分析师,20-35K,1-3年,本科,飞步科技,杭州 西湖区 古墩路,互联网,天使轮,100-499人,https://www.zhipin.com/job_detail/f941f5c82a277cdf1HZ43ti0FlE~.html
153,数据分析师,25-40K,5-10年,硕士,蚂蚁金服,杭州 西湖区 黄龙,互联网,C轮,10000人以上,https://www.zhipin.com/job_detail/04402a0789a043bc1nx63N20GFY~.html
154,数据分析师 库存分析师,8-15K,3-5年,本科,兽王实业,杭州  ,电子商务,不需要融资,100-499人,https://www.zhipin.com/job_detail/a9f1eb3efc8ba7580HRy09q4FA~~.html
155,数据分析师,15-30K,3-5年,本科,易云科技,杭州 滨江区 长河,互联网,未融资,100-499人,https://www.zhipin.com/job_detail/df4a556b11b433671nx729y_FVc~.html
156,数据分析师,15-25K,3-5年,本科,保融,杭州 西湖区 西溪,计算机软件,不需要融资,100-499人,https://www.zhipin.com/job_detail/b89436b5e49f4fff1nJ809y5GFE~.html
157,数据分析师,7-12K,1-3年,本科,杭州追灿科技,杭州 西湖区 古荡,互联网,不需要融资,20-99人,https://www.zhipin.com/job_detail/9ec207635709e8751X152d-6ElE~.html
158,数据分析师,6-8K,1年以内,大专,南德电气,杭州 西湖区 三墩,电力/热力/燃气/水利,未融资,20-99人,https://www.zhipin.com/job_detail/88d1c6ca68b125611Xd90t69GVM~.html
159,数据分析专家,15-30K,5-10年,本科,百e国际,杭州 江干区 下沙,移动互联网,不需要融资,500-999人,https://www.zhipin.com/job_detail/ff001e23018793c01HBy09m8EVY~.html
160,商业数据分析师,8-13K,1-3年,本科,杭州追灿科技,杭州 西湖区 古荡,互联网,不需要融资,20-99人,https://www.zhipin.com/job_detail/cde6ba27912c53ab1X173N64EVs~.html
161,数据分析师,9-18K,1-3年,本科,哲信信息,杭州 西湖区 西溪,互联网,已上市,100-499人,https://www.zhipin.com/job_detail/f664920b9f734d5a1X172Ny8F1I~.html
162,高级数据分析师,20-35K,3-5年,本科,申通快递,杭州 西湖区 黄龙,物流/仓储,不需要融资,10000人以上,https://www.zhipin.com/job_detail/0e9c17f4564ce8e81n152ty5EVI~.html
163,数据分析师,15-25K,3-5年,硕士,滴滴出行,杭州 西湖区 西溪,移动互联网,D轮及以上,1000-9999人,https://www.zhipin.com/job_detail/842a4d5365f424871XJ80tW1EFU~.html
164,数据分析经理,15-25K,3-5年,本科,聚英电子,杭州 滨江区 滨江区政府,电子商务,不需要融资,100-499人,https://www.zhipin.com/job_detail/475267058f96cceb1HF70tu8EVo~.html
165,数据分析,10-20K,3-5年,本科,锋芒易商,杭州  ,移动互联网,A轮,20-99人,https://www.zhipin.com/job_detail/035baed58b19f5611nF4292-EVQ~.html
166,数据分析,12-18K,1-3年,本科,阿拉丁信息科技,杭州  ,计算机软件,已上市,500-999人,https://www.zhipin.com/job_detail/6b5171f747150ae61HR_3Nm6EVo~.html
167,数据分析师,10-20K,经验不限,本科,仁润科技,杭州 余杭区 仓前,互联网,已上市,20-99人,https://www.zhipin.com/job_detail/7f8ef4a407560ba71XRz2d6-EFM~.html
168,商业数据分析,12-20K,3-5年,本科,锋芒易商,杭州  ,移动互联网,A轮,20-99人,https://www.zhipin.com/job_detail/c937e9fca4c1d78c1XZz3NS4GFQ~.html
169,数据分析工程师(Bi),6-10K,1-3年,本科,壹算,杭州 西湖区 文教,互联网,天使轮,0-20人,https://www.zhipin.com/job_detail/114b5c78e622d3221XF-3di-GVE~.html
170,数据分析建模--高级算法工程师/算法专家,30-50K,1-3年,硕士,蚂蚁金服,杭州 西湖区 西溪,互联网,C轮,10000人以上,https://www.zhipin.com/job_detail/27d7c78d1f493a5e1X1_09W7FVs~.html
171,数据分析师,10-20K,1-3年,本科,垂衣,杭州 滨江区 长河,电子商务,A轮,100-499人,https://www.zhipin.com/job_detail/f4f03126cb2debea1nV73d68EFc~.html
172,数据分析师,4-6K,1年以内,高中,浙江步步高,杭州 西湖区 西溪,批发/零售,不需要融资,100-499人,https://www.zhipin.com/job_detail/04541f8a4006cdae1XZz0ti5EFI~.html
173,数据分析师,10-20K,3-5年,本科,佰聆数据,杭州 西湖区 文三,数据服务,已上市,100-499人,https://www.zhipin.com/job_detail/263caf6b5ef0c82a0XR809m9FQ~~.html
174,数据分析师,15-30K,3-5年,本科,杭州端点,杭州 西湖区 转塘,互联网,不需要融资,100-499人,https://www.zhipin.com/job_detail/6294315012d0bc741nFz2tu7E1M~.html
175,资深数据分析师,20-40K,3-5年,本科,蚂蚁金服,杭州 西湖区 古荡,互联网,C轮,10000人以上,https://www.zhipin.com/job_detail/29d434495716034b1HF609i5F1I~.html
176,数据分析师,10-20K,3-5年,本科,网易,杭州 滨江区 长河,移动互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/aa6b1b846dee9a6a1XB62N21EFs~.html
177,数据分析师,10-20K,1-3年,本科,微医集团,杭州 萧山区 北干,互联网,D轮及以上,1000-9999人,https://www.zhipin.com/job_detail/7a35e0a453b5a8f11XRy29y5GFA~.html
178,数据分析,35-65K,5-10年,本科,小黑鱼,杭州 西湖区 西湖,互联网,A轮,500-999人,https://www.zhipin.com/job_detail/c5cbe767ff6dfe6d1HFy09q6F1Y~.html
179,数据分析专员,5-8K,经验不限,本科,拾花社,杭州 滨江区 长河,电子商务,未融资,20-99人,https://www.zhipin.com/job_detail/3486e7a9d0a65f8b1HF82N-6GFY~.html
180,数据分析师,10-18K,1-3年,本科,杭州海康威视,杭州 滨江区 西兴,计算机软件,已上市,10000人以上,https://www.zhipin.com/job_detail/cd531997be4ed6711XBz2t25GVM~.html
181,互联网数据分析师,8-15K,经验不限,学历不限,首新网络,杭州 余杭区 仓前,计算机软件,A轮,20-99人,https://www.zhipin.com/job_detail/20306ed9c0cc21c91X1829W5EVI~.html
182,数据分析师,15-25K,3-5年,本科,大箴科技,杭州 拱墅区 万达广场,互联网,未融资,20-99人,https://www.zhipin.com/job_detail/9b84b778015c50391HJ43dm5FVQ~.html
183,数据分析师,8-16K,1-3年,本科,网竞科技,杭州 滨江区 浦沿,移动互联网,B轮,100-499人,https://www.zhipin.com/job_detail/e764f7b06eac24141XNz3t61F1Q~.html
184,数据分析师,8-13K,3-5年,本科,中房信息科技,杭州 下城区 朝晖,计算机软件,未融资,100-499人,https://www.zhipin.com/job_detail/9aa0233dce9077981Hd52di9E1E~.html
185,数据分析师,10-15K,3-5年,本科,薪火网络,杭州  ,游戏,不需要融资,20-99人,https://www.zhipin.com/job_detail/265f839571e5330a1nB709y5ElA~.html
186,数据分析专家,20-40K,3-5年,本科,阿里巴巴集团,杭州 余杭区 仓前,互联网,不需要融资,10000人以上,https://www.zhipin.com/job_detail/db715f5d658f5d131HFy3Ny-EVc~.html
187,数据分析师,20-40K,3-5年,本科,阿里巴巴集团,杭州 余杭区 仓前,互联网,不需要融资,10000人以上,https://www.zhipin.com/job_detail/5fd4629cdcfe31be1XFz09S1F1E~.html
188,风控数据分析师,12-18K,1-3年,本科,拓道金服,杭州 西湖区 西溪,互联网金融,A轮,100-499人,https://www.zhipin.com/job_detail/0e4bc3a7b3a44a901HB60928FVY~.html
189,数据分析师,7-12K,1-3年,本科,浙江执御,杭州 拱墅区 万达广场,移动互联网,C轮,1000-9999人,https://www.zhipin.com/job_detail/e438afbfd3ce47df1nd_3ty9EFQ~.html
190,商品数据分析,6-8K,3-5年,大专,MOFAN,杭州  ,生活服务,不需要融资,1000-9999人,https://www.zhipin.com/job_detail/6a94305ab69f49921HZ-0ty_EVs~.html
191,数据分析师,8-15K,3-5年,本科,朗通,杭州 余杭区 仓前,计算机软件,A轮,20-99人,https://www.zhipin.com/job_detail/f8d6c2cb5b4b64ad1nx73928FlM~.html
192,数据分析师,30-50K,3-5年,本科,网易,杭州 滨江区 长河,移动互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/8bfe8977f7b298ef1HR729y0GFc~.html
193,初级数据分析师,4-8K,经验不限,本科,Smartbill,杭州  ,数据服务,未融资,20-99人,https://www.zhipin.com/job_detail/1cf883960c8f4a131nVy0ti1GVM~.html
194,数据分析师,12-20K,3-5年,本科,学海教育,杭州 余杭区 西溪,计算机软件,不需要融资,500-999人,https://www.zhipin.com/job_detail/08d927e540baad3b1HF609W5FVE~.html
195,数据分析专家,30-50K,3-5年,本科,阿里巴巴集团,杭州 余杭区 仓前,互联网,不需要融资,10000人以上,https://www.zhipin.com/job_detail/4f36c8f0e207c9601HJ73Nm-E1I~.html
196,数据分析经理,10-15K,3-5年,本科,深得,杭州 江干区 四季青,企业服务,不需要融资,100-499人,https://www.zhipin.com/job_detail/48d4090e1502c50a1HJ_2tu4GFQ~.html
197,数据分析,5-8K,1-3年,大专,杭州玖广服饰有限公司,杭州 江干区 下沙,电子商务,不需要融资,20-99人,https://www.zhipin.com/job_detail/eb32eff51206ddd50Xd_2ty7Fw~~.html
198,数据分析师,8-15K,经验不限,本科,乌镇智库,杭州 江干区 九堡,互联网,不需要融资,0-20人,https://www.zhipin.com/job_detail/ce4a1040edd4b6cb1XN63Ny9GFs~.html
199,初级数据分析师,5-8K,1-3年,本科,51公积金管家,杭州 西湖区 西溪,移动互联网,B轮,100-499人,https://www.zhipin.com/job_detail/986d4fe288c3c4e51HBy3d6-F1E~.html
200,临床数据分析,10-15K,1-3年,硕士,纽安津,杭州 西湖区 三墩,医疗健康,B轮,20-99人,https://www.zhipin.com/job_detail/30b0dce69ad7da0e1XR_2Ni-GFU~.html
201,数据分析师,8-15K,1-3年,本科,风数机场云,杭州 余杭区 仓前,数据服务,A轮,20-99人,https://www.zhipin.com/job_detail/e64da4ecafeade551n162tu_FFM~.html
202,数据分析师,18-36K,1-3年,硕士,网商银行,杭州 西湖区 古荡,银行,未融资,500-999人,https://www.zhipin.com/job_detail/d4d7fd490233bd251XJ82Nm7EVQ~.html
203,数据分析,4-6K,1年以内,大专,黑羊科技,杭州  ,电子商务,不需要融资,100-499人,https://www.zhipin.com/job_detail/729c96a57e8d8d601Xx_3tm8FVU~.html
204,数据分析师,15-20K,3-5年,本科,浙江执御,杭州 拱墅区 万达广场,移动互联网,C轮,1000-9999人,https://www.zhipin.com/job_detail/2bc8a7e5463fc19b1nVy39q9EVQ~.html
205,数据分析师（可接受应届生）,5-10K,经验不限,本科,世禾科技,杭州 西湖区 西溪,互联网,天使轮,0-20人,https://www.zhipin.com/job_detail/b87e1a9e72d1287e1HZ83t-6EVQ~.html
206,数据分析师,6-12K,1-3年,本科,百米贩,杭州 萧山区 北干,移动互联网,未融资,20-99人,https://www.zhipin.com/job_detail/3ae5ac75f500a5301X143ty0FVQ~.html
207,数据分析岗,10-12K,3-5年,本科,中通云仓,杭州 余杭区 仓前,物流/仓储,未融资,100-499人,https://www.zhipin.com/job_detail/66b330bf8aaec34e1Hd6396_EFI~.html
208,数据分析实习生,2-4K,经验不限,本科,米奥兰特会展,杭州  ,广告/公关/会展,已上市,500-999人,https://www.zhipin.com/job_detail/f4c6fd65a3552beb1XB-0921FVQ~.html
209,数据分析师,12-24K,3-5年,本科,橙瓜,杭州 滨江区 浦沿,互联网,不需要融资,20-99人,https://www.zhipin.com/job_detail/32a7d262a46f77131n1-0t28EFA~.html
210,数据分析专家,25-35K,3-5年,学历不限,橙鹰,杭州 余杭区 仓前,数据服务,不需要融资,100-499人,https://www.zhipin.com/job_detail/96451879dd702fdd1X1y0tu4EFI~.html
211,资深数据分析师,15-30K,1-3年,本科,网易,杭州 滨江区 长河,移动互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/dbb2a99dcdc704ac1nx50967FlA~.html
212,数据分析工程师,10-15K,经验不限,本科,中房信息科技,杭州 下城区 朝晖,计算机软件,未融资,100-499人,https://www.zhipin.com/job_detail/8e3b4fa418762e521n142Ny-EVc~.html
213,高级数据分析工程师,10-20K,1-3年,本科,二维火,杭州 拱墅区 小河,互联网,B轮,500-999人,https://www.zhipin.com/job_detail/cf4caa921e8bf47f1nB529-4GVA~.html
214,数据分析,15-25K,3-5年,本科,51信用卡管家,杭州 西湖区 西溪,移动互联网,已上市,1000-9999人,https://www.zhipin.com/job_detail/2e162aa7d34670ad1Hd729S5FVM~.html
215,数据分析师,10-20K,经验不限,本科,杭州朗目达,杭州 江干区 ,互联网,天使轮,20-99人,https://www.zhipin.com/job_detail/a51c69bc1eee24391nF529W9GVc~.html
216,数据分析师,8-12K,1-3年,本科,顾家集团,杭州 江干区 火车东站,其他行业,已上市,10000人以上,https://www.zhipin.com/job_detail/a38451f23ebbf24b1X183N64GFM~.html
217,高级数据分析师,20-40K,1-3年,本科,网易,杭州 滨江区 长河,移动互联网,已上市,10000人以上,https://www.zhipin.com/job_detail/9b7059a20c49dee51XN80ti5F1Y~.html
218,数据分析师,8-15K,3-5年,本科,顺网科技,杭州 西湖区 西溪,互联网,已上市,1000-9999人,https://www.zhipin.com/job_detail/a91907ce7f4a2df51nJy39u7EFU~.html
219,风控数据分析,9-14K,1年以内,大专,杭州潮音贸易有限...,杭州 西湖区 古墩路,玩具/礼品,未融资,0-20人,https://www.zhipin.com/job_detail/32f91cc797bc66891HVy09-8EVM~.html
220,品牌数据分析师,10-15K,3-5年,本科,老板电器,杭州 余杭区 临平,其他行业,已上市,1000-9999人,https://www.zhipin.com/job_detail/a4e6a81b4f563c0f1XB_0tS6GVQ~.html
221,资深数据分析师,15-20K,3-5年,本科,鑫蜂维,杭州 西湖区 西溪,企业服务,不需要融资,500-999人,https://www.zhipin.com/job_detail/097726633b54f1801XR50t-0FFs~.html
222,数据分析专家（固网业务）,9-18K,经验不限,学历不限,武汉绿网,杭州 江干区 四季青,通信/网络设备,B轮,100-499人,https://www.zhipin.com/job_detail/e438fb25374c75401Xxz29W9GFo~.html
223,数据分析专家（LTE及物联网业务）,9-18K,经验不限,学历不限,武汉绿网,杭州 江干区 四季青,通信/网络设备,B轮,100-499人,https://www.zhipin.com/job_detail/3dd09d432f458a561Xxz29W9EFo~.html
224,数据分析师,10-20K,1-3年,本科,新常钛,杭州 江干区 景芳,证券/期货,不需要融资,20-99人,https://www.zhipin.com/job_detail/0e7f9eac652bab9b1HV509m8Els~.html
225,招聘岗位：数据分析专家（VOLTE业务）,9-18K,经验不限,学历不限,武汉绿网,杭州 江干区 四季青,通信/网络设备,B轮,100-499人,https://www.zhipin.com/job_detail/8dbbd5c6148f57ad1Xxz29W9E1s~.html
226,数据分析师,5-7K,应届生,本科,中指讯博,杭州  ,数据服务,已上市,500-999人,https://www.zhipin.com/job_detail/d653fc51b2267d911nB43tS_ElI~.html
227,财务数据分析师,8-9K,3-5年,本科,浙江纵横新创,杭州 余杭区 仓前,移动互联网,A轮,100-499人,https://www.zhipin.com/job_detail/51db3d0c7f22e2be1nJ92d66GFE~.html
228,数据分析岗,4-6K,1-3年,大专,众卡运力,杭州  ,物流/仓储,不需要融资,100-499人,https://www.zhipin.com/job_detail/11fbba78ecd8e2611nB53t-5EVI~.html
229,数据分析师,12-24K,3-5年,硕士,浙江达摩网络科技...,杭州 西湖区 文三,计算机软件,A轮,100-499人,https://www.zhipin.com/job_detail/07e402ae7e06acb91X1-096-E1Q~.html
230,数据分析专家,20-35K,5-10年,本科,阿里巴巴集团,杭州 西湖区 西溪,互联网,不需要融资,10000人以上,https://www.zhipin.com/job_detail/ef1d7c4ceb880ba41XF-3du1F1o~.html
231,数据分析专员,12-20K,1-3年,本科,巨银科技,杭州 西湖区 文二路,互联网,未融资,20-99人,https://www.zhipin.com/job_detail/b18af33f267a6e141XB62NW_GFE~.html
232,数据分析专员,3-5K,1年以内,大专,赛诚服饰,杭州 拱墅区 德胜,其他行业,不需要融资,100-499人,https://www.zhipin.com/job_detail/42704322e214a0f90XR53dq9GQ~~.html
233,数据分析师,20-40K,3-5年,本科,蚂蚁金服,杭州 西湖区 西溪,互联网,C轮,10000人以上,https://www.zhipin.com/job_detail/f95ca46812fbe81a1XZ52tq9GVo~.html
234,数据分析师,8-9K,3-5年,大专,昌禄集团,杭州 江干区 火车东站,计算机软件,不需要融资,100-499人,https://www.zhipin.com/job_detail/8e209e4a793977f51Xx_39u4EVE~.html
235,数据分析师,30-50K,3-5年,本科,蚂蚁金服,杭州 西湖区 古荡,互联网,C轮,10000人以上,https://www.zhipin.com/job_detail/4d288e3cffe740bb1HV73N-1EFQ~.html
236,数据分析师,20-30K,3-5年,大专,日斤科技,杭州 滨江区 长河,企业服务,不需要融资,20-99人,https://www.zhipin.com/job_detail/c7769b19b79381811HRz29S1FVc~.html
237,数据分析文员,4-6K,经验不限,大专,京信通信(浙江),杭州 拱墅区 湖墅南路,通信/网络设备,已上市,100-499人,https://www.zhipin.com/job_detail/1251c039feaf5dfc1HV409-_FVY~.html
238,数据分析总监,25-40K,5-10年,本科,日斤科技,杭州 滨江区 长河,企业服务,不需要融资,20-99人,https://www.zhipin.com/job_detail/197db0a390e13c3f1Xx63dy-FVU~.html
239,商品数据分析专员,6-10K,1-3年,大专,如笑服饰,杭州 拱墅区 古墩路,贸易/进出口,不需要融资,100-499人,https://www.zhipin.com/job_detail/f4635d1627da413f1nx53tS8F1Q~.html
240,供应链数据分析实习生,2-3/天,经验不限,本科,滴滴出行,杭州 余杭区 西溪,移动互联网,D轮及以上,1000-9999人,https://www.zhipin.com/job_detail/23d351b1c0bd83121HV72d-0FlE~.html
241,数据分析专家,10-20K,3-5年,本科,橙鹰,杭州 余杭区 仓前,数据服务,不需要融资,100-499人,https://www.zhipin.com/job_detail/8127e07d7edb9ffa1Xd60964FlE~.html
242,数据分析师,15-30K,5-10年,本科,菜鸟网络,杭州 西湖区 西溪,互联网,B轮,1000-9999人,https://www.zhipin.com/job_detail/3ad98ed9ed6079431nB60969GFQ~.html
243,实时机器数据分析平台研发,20-40K,经验不限,本科,蚂蚁金服,杭州 西湖区 西溪,互联网,C轮,10000人以上,https://www.zhipin.com/job_detail/63394df6cbd5b04e1n162Nm1E1Y~.html
244,实时机器数据分析平台研发,20-40K,经验不限,本科,蚂蚁金服,杭州 西湖区 西溪,互联网,C轮,10000人以上,https://www.zhipin.com/job_detail/53164d7b66b7c12b1n1709m_FVM~.html
245,高级数据分析专家,24-38K,3-5年,本科,阿里巴巴集团,杭州 余杭区 仓前,互联网,不需要融资,10000人以上,https://www.zhipin.com/job_detail/6b59f23762cd962e1Xx43tS9F1c~.html
246,数据分析经理,8-9K,1-3年,大专,派力特健康管理,杭州 上城区 城站,医疗健康,未融资,0-20人,https://www.zhipin.com/job_detail/dd3fcbc1b051464b1X183di9GVo~.html
247,数据分析师(金融方向）,20-30K,3-5年,本科,乌合文化传播,杭州 西湖区 文新,广播/影视,未融资,0-20人,https://www.zhipin.com/job_detail/7004a61a83c9866b1XN739q8FVI~.html
248,商品数据分析专员,4-7K,1-3年,大专,杭州德体,杭州 下城区 朝晖,家具/家电/家居,未融资,20-99人,https://www.zhipin.com/job_detail/d6d95a9e51ea67321XN63NW_F1o~.html
249,数据分析师,7-10K,1年以内,大专,贝塔方,杭州 西湖区 西溪,互联网,天使轮,0-20人,https://www.zhipin.com/job_detail/c29b2a10e244c9411XR82t2-EVA~.html
250,资深数据分析师,11-22K,3-5年,本科,蚂蚁金服,杭州 西湖区 西溪,互联网,C轮,10000人以上,https://www.zhipin.com/job_detail/d293e2b130d124da1nJ909y9FlI~.html
251,数据分析师,8-16K,经验不限,本科,依图医疗,杭州 西湖区 黄龙,医疗健康,C轮,100-499人,https://www.zhipin.com/job_detail/49a684ac1e2bde0f1n1z3tW8E1Y~.html
252,数据分析,5-7K,1-3年,大专,亦优贸易,杭州 西湖区 三墩,电子商务,不需要融资,1000-9999人,https://www.zhipin.com/job_detail/6b8e53d836c2b2e31XV92tm6FVo~.html
253,数据分析专家,20-40K,3-5年,本科,滴滴出行,杭州 余杭区 西溪,移动互联网,D轮及以上,1000-9999人,https://www.zhipin.com/job_detail/faa165b2e30f95ae1XBz3Nm6GVE~.html
254,数据分析师,20-40K,3-5年,本科,抬手科技,杭州 西湖区 西溪,移动互联网,天使轮,100-499人,https://www.zhipin.com/job_detail/039eb698d1f94ffa1XN72d2_F1U~.html
255,数据分析师,25-50K,5-10年,本科,阿里巴巴集团,杭州 余杭区 仓前,互联网,不需要融资,10000人以上,https://www.zhipin.com/job_detail/1f0cef8814602c051Xx42di-FFU~.html
256,数据分析师,4-8K,1年以内,本科,中冷认证,杭州 拱墅区 三墩,检测/认证,未融资,20-99人,https://www.zhipin.com/job_detail/b559a53da29dcc4a1XRz0964E1c~.html
257,运维工程师（偏数据分析）,10-20K,3-5年,本科,吉利汽车,杭州  ,汽车生产,已上市,10000人以上,https://www.zhipin.com/job_detail/6fedb48b9ce83deb1XB-39W9FlE~.html
